SOC Code,Blind Employed,Occupational Title_IDB,Occupational Title_BLS,Active Learning_IM,Active Learning_LV,Active Listening_IM,Active Listening_LV,Complex Problem Solving_IM,Complex Problem Solving_LV,Coordination_IM,Coordination_LV,Critical Thinking_IM,Critical Thinking_LV,Equipment Maintenance_IM,Equipment Maintenance_LV,Equipment Selection_IM,Equipment Selection_LV,Installation_IM,Installation_LV,Instructing_IM,Instructing_LV,Judgment and Decision Making_IM,Judgment and Decision Making_LV,Learning Strategies_IM,Learning Strategies_LV,Management of Financial Resources_IM,Management of Financial Resources_LV,Management of Material Resources_IM,Management of Material Resources_LV,Management of Personnel Resources_IM,Management of Personnel Resources_LV,Mathematics_IM,Mathematics_LV,Monitoring_IM,Monitoring_LV,Negotiation_IM,Negotiation_LV,Operation and Control_IM,Operation and Control_LV,Operations Analysis_IM,Operations Analysis_LV,Operations Monitoring_IM,Operations Monitoring_LV,Persuasion_IM,Persuasion_LV,Programming_IM,Programming_LV,Quality Control Analysis_IM,Quality Control Analysis_LV,Reading Comprehension_IM,Reading Comprehension_LV,Repairing_IM,Repairing_LV,Science_IM,Science_LV,Service Orientation_IM,Service Orientation_LV,Social Perceptiveness_IM,Social Perceptiveness_LV,Speaking_IM,Speaking_LV,Systems Analysis_IM,Systems Analysis_LV,Systems Evaluation_IM,Systems Evaluation_LV,Technology Design_IM,Technology Design_LV,Time Management_IM,Time Management_LV,Troubleshooting_IM,Troubleshooting_LV,Writing_IM,Writing_LV,Employment,Projected Employment,Projected Growth,Projected Growth Text,Projected Annual Job Openings
47-5051.00,0,,"Rock Splitters, Quarry",2.12,2.12,3.0,2.62,2.75,2.5,2.75,2.75,2.75,2.62,2.25,2.0,2.0,1.75,1.0,0.0,2.0,1.75,2.62,2.25,2.0,2.0,1.5,0.62,1.5,0.62,1.88,1.62,1.88,1.5,2.88,2.5,1.88,1.62,3.25,3.0,1.25,0.25,3.12,2.88,2.0,2.0,1.0,0.0,2.25,2.5,2.75,2.38,2.12,1.75,1.12,0.12,2.12,2.12,2.5,2.25,2.62,2.62,1.62,0.75,1.62,0.75,1.0,0.0,2.75,2.38,2.38,2.25,2.12,2.12,4100,4100,2.0,Average,500
47-5071.00,0,,"Roustabouts, Oil and Gas",2.5,2.12,2.88,2.5,2.62,2.12,2.75,3.0,3.12,2.25,2.88,2.75,2.38,2.12,1.12,0.12,2.25,2.0,3.0,2.12,2.25,2.0,1.62,0.75,1.88,1.0,2.38,1.88,2.0,1.5,3.0,2.5,2.0,1.75,3.0,2.75,1.12,0.25,3.0,2.88,2.0,1.5,1.0,0.0,3.0,2.75,2.12,2.12,2.88,2.75,1.0,0.0,2.12,1.88,2.88,2.25,2.75,2.0,2.0,2.0,2.0,2.0,1.5,0.5,2.88,2.25,2.75,2.62,2.12,1.88,42100,43300,3.0,Average,4400
47-5081.00,0,,Helpers--Extraction Workers,2.88,2.62,3.0,2.62,2.88,2.62,3.12,3.25,3.12,2.88,3.5,3.12,3.12,2.75,1.25,0.38,2.38,2.25,3.0,2.62,2.62,2.25,1.75,0.88,2.0,1.5,2.5,2.0,2.5,2.25,3.75,3.12,2.0,1.88,3.5,3.0,1.0,0.0,3.62,3.38,2.12,2.0,1.0,0.0,3.12,2.62,2.75,2.5,3.38,3.12,1.38,0.5,2.38,2.0,2.75,2.38,2.88,2.38,2.12,1.88,1.88,1.62,1.75,1.0,2.62,2.25,3.38,3.0,2.38,2.25,7200,7200,1.0,Little or no change,800
49-1011.00,0,,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.25,3.75,3.62,3.75,3.12,3.62,3.75,3.75,3.75,3.88,2.88,3.12,2.75,2.75,1.75,0.88,3.0,3.5,3.75,3.75,3.12,3.75,2.88,3.62,2.88,3.75,3.88,4.0,2.88,3.12,4.0,4.0,3.0,3.38,3.0,3.0,2.5,2.5,3.38,3.38,3.0,3.5,1.88,1.12,3.62,3.62,3.62,4.0,2.88,3.12,1.75,1.38,3.0,3.0,3.12,3.75,3.75,3.88,3.25,3.75,3.12,3.0,1.88,1.25,3.75,3.88,3.12,3.75,3.0,3.5,576200,590200,2.0,Average,49200
49-2011.00,0,,"Computer, Automated Teller, and Office Machine Repairers",3.0,3.0,3.62,3.0,3.38,3.12,3.0,2.88,3.5,3.12,3.25,2.88,3.25,3.0,3.0,2.5,2.62,2.88,3.0,2.62,2.62,2.62,1.75,0.88,2.12,1.25,2.5,2.12,1.88,1.75,3.0,3.0,2.75,2.12,2.75,2.88,2.12,2.0,3.12,3.0,2.5,2.75,2.12,1.25,3.25,3.0,3.12,3.12,3.62,3.12,1.88,1.62,3.0,2.88,2.88,3.0,3.25,3.0,2.75,2.62,2.38,2.38,2.0,1.88,3.25,3.0,3.38,3.25,3.0,3.0,96400,86000,-11.0,Decline,7700
49-2021.00,0,,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.0,2.88,3.25,3.12,3.0,2.88,3.0,3.25,3.25,3.12,3.38,2.88,2.88,2.88,3.38,3.88,2.75,2.88,3.0,3.12,2.62,2.5,1.88,0.88,1.88,1.12,2.38,2.38,2.75,2.88,3.12,3.12,2.38,2.25,2.88,3.0,1.25,0.38,3.12,3.0,2.62,2.38,2.0,1.25,3.12,3.62,3.25,3.12,3.5,3.38,1.75,1.0,2.5,2.38,3.0,2.5,3.25,3.0,3.0,3.0,2.88,2.88,1.88,1.12,3.12,3.12,3.0,3.62,3.0,3.0,13500,13900,3.0,Average,1400
49-2022.00,0,,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.12,3.0,3.5,3.38,3.38,3.25,3.0,3.0,3.62,3.75,3.5,3.25,3.12,3.12,3.25,3.25,2.88,3.0,3.25,3.0,2.88,2.88,1.75,0.75,1.75,0.88,2.5,2.38,2.25,2.25,3.38,3.25,2.5,2.25,3.25,3.25,1.88,1.75,3.62,3.25,2.62,2.62,2.0,1.62,3.62,3.62,3.38,3.62,3.88,3.25,2.0,2.0,2.88,3.0,3.0,2.75,3.25,3.12,3.12,3.0,2.88,3.12,1.88,1.38,3.0,3.0,3.88,3.75,3.0,3.12,173700,184700,6.0,Faster than average,19100
49-2091.00,0,,Avionics Technicians,3.0,3.12,3.38,3.25,3.5,3.5,3.0,3.12,3.75,3.75,3.88,4.0,3.0,3.0,2.75,2.88,2.88,2.88,3.25,3.25,2.62,2.62,1.5,0.62,1.75,1.12,2.62,2.62,2.12,2.12,3.12,3.25,2.38,2.25,2.5,2.5,2.25,2.12,3.75,3.62,2.88,2.75,1.62,0.88,3.75,3.62,3.25,3.5,3.88,4.0,2.88,2.88,2.75,2.62,2.88,3.0,3.38,3.0,3.0,3.12,2.88,3.12,1.88,1.12,3.12,3.25,3.88,4.0,3.25,3.12,20800,21700,4.0,Average,1900
49-2092.00,0,,"Electric Motor, Power Tool, and Related Repairers",2.88,3.12,3.12,3.0,3.62,3.0,2.88,2.88,3.75,3.38,3.88,3.75,3.75,3.0,3.0,2.88,2.5,2.88,3.12,3.0,2.75,2.75,1.88,1.75,2.12,1.75,2.38,2.25,2.62,2.75,2.88,3.12,2.25,1.75,3.25,3.0,1.62,1.25,3.5,3.38,2.5,2.38,1.75,0.88,3.75,3.62,3.0,3.0,4.12,4.0,2.12,2.12,2.75,2.75,2.75,2.75,3.0,3.0,3.0,2.88,2.75,2.75,1.75,1.25,2.88,2.88,3.88,3.88,2.88,2.75,16100,16500,3.0,Average,1300
49-2093.00,0,,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.25,2.38,3.38,3.0,3.12,3.0,3.0,3.0,3.62,3.0,3.0,3.0,2.62,2.25,2.75,2.38,2.12,2.5,3.0,2.88,2.12,2.25,2.0,1.12,2.0,1.0,2.25,2.25,2.12,2.25,3.12,3.0,2.25,2.12,3.0,2.5,2.12,1.62,3.25,3.12,2.88,2.75,1.62,0.75,3.25,3.25,3.12,3.12,3.12,3.12,2.12,2.25,2.25,2.25,3.0,3.0,3.0,3.0,2.25,2.25,2.25,2.38,2.0,1.38,3.0,3.12,3.0,3.25,3.0,3.0,7900,8300,5.0,Faster than average,700
49-2094.00,0,,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.0,3.0,3.12,3.62,3.25,3.88,2.88,3.0,3.75,3.75,3.75,3.75,3.12,3.25,2.88,2.75,2.88,2.88,3.25,3.0,2.88,3.0,2.0,1.62,2.0,1.62,2.5,2.62,2.75,2.88,3.12,3.12,2.25,2.62,3.0,3.5,2.12,2.12,3.88,3.88,2.88,2.88,2.12,2.12,3.75,3.88,3.12,4.0,3.88,3.88,2.75,2.75,2.88,2.88,3.0,3.0,3.12,3.12,3.0,3.25,2.88,3.0,2.12,2.38,3.0,3.0,3.75,3.88,3.0,3.0,53600,53200,-1.0,Little or no change,4400
49-2095.00,0,,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.88,3.0,3.12,3.12,3.12,3.0,2.88,3.0,3.75,3.38,3.62,4.0,2.88,2.25,1.62,0.75,2.75,2.88,3.0,3.0,2.25,2.25,2.0,1.5,2.0,1.62,2.75,2.75,2.25,2.38,3.0,3.0,2.5,2.25,2.88,3.12,2.12,2.25,3.25,3.25,2.38,2.12,1.88,1.12,3.25,3.25,3.38,3.5,3.62,4.0,2.62,2.38,2.88,2.75,2.62,2.75,3.12,2.88,3.0,3.0,2.75,3.0,1.88,1.0,3.0,3.0,3.5,4.0,2.88,3.0,26100,25400,-3.0,Decline,2100
49-2096.00,0,,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.75,2.38,3.38,3.0,3.12,3.0,3.0,3.0,3.5,3.12,3.25,2.88,3.0,2.75,3.25,3.0,2.62,2.38,2.88,2.88,2.5,2.25,2.12,1.25,2.0,1.12,2.12,2.12,2.25,2.25,2.88,2.88,2.75,2.5,2.88,3.0,1.88,1.75,3.5,3.0,2.75,2.38,1.88,1.12,3.0,3.0,3.12,3.12,3.62,3.62,1.88,1.5,3.0,2.88,2.88,2.88,3.0,3.0,2.38,2.25,2.25,2.38,2.12,1.38,3.12,3.0,3.62,3.62,2.88,2.88,9700,7900,-18.0,Decline,600
49-2097.00,0,,Audiovisual Equipment Installers and Repairers,2.88,3.0,3.12,3.25,3.38,3.12,2.88,2.62,3.12,3.5,3.38,3.0,3.0,2.88,3.38,3.25,2.75,2.75,3.25,2.88,2.62,2.75,1.88,1.38,2.12,1.75,2.38,2.38,2.25,2.25,2.88,2.88,2.12,2.0,2.88,2.62,1.88,1.5,3.12,3.0,2.5,2.38,1.62,1.25,3.62,3.5,3.12,3.25,3.62,3.38,1.75,1.38,3.0,3.0,2.75,2.5,3.38,3.12,2.88,2.88,2.75,2.75,1.75,1.0,3.0,2.88,3.62,3.5,2.75,2.75,26900,25200,-7.0,Decline,2300
49-2098.00,0,,Security and Fire Alarm Systems Installers,2.88,3.0,3.25,3.12,3.12,3.0,2.88,2.88,3.38,3.5,2.75,2.62,2.25,2.0,3.38,3.12,2.62,2.62,3.12,3.0,2.38,2.38,1.75,0.75,1.88,1.0,2.12,2.0,2.12,2.12,3.0,3.12,2.0,1.88,2.88,2.75,1.88,1.75,3.12,2.88,2.12,1.88,1.75,0.88,3.12,3.12,3.12,3.25,3.0,2.75,1.75,1.25,2.88,2.88,2.88,2.88,3.38,3.0,2.62,2.5,2.62,2.5,1.88,0.88,3.0,2.88,3.0,3.25,2.88,2.88,83000,85300,3.0,Average,8900
49-3011.00,0,,Aircraft Mechanics and Service Technicians,3.0,3.12,3.25,3.38,3.88,3.88,3.0,3.0,3.88,4.0,4.25,4.75,3.25,3.0,2.38,2.12,3.0,3.0,3.25,3.38,2.62,2.88,1.5,0.62,2.12,1.88,2.62,2.25,2.25,2.25,3.38,3.12,2.38,2.12,3.38,3.25,2.12,2.12,4.12,4.0,2.88,2.75,1.5,0.5,3.88,3.88,3.75,4.0,4.25,4.25,2.5,2.62,3.0,2.88,3.0,3.0,3.38,3.25,3.12,3.25,3.0,3.25,2.0,1.25,3.0,3.0,4.12,4.0,2.88,3.0,140200,146200,4.0,Average,10900
49-3021.00,1,Automotive Body and Related Repairers,Automotive Body and Related Repairers,2.88,2.25,3.0,3.0,2.88,3.0,2.88,2.88,3.0,3.0,2.62,2.75,2.75,2.5,2.0,1.75,2.25,2.62,2.88,2.75,2.25,2.12,1.88,1.38,1.88,1.75,2.12,2.25,2.12,2.0,3.0,2.88,2.25,2.12,2.88,3.0,2.0,1.62,3.0,2.88,2.62,2.25,1.75,0.75,3.0,3.0,2.88,2.88,3.25,3.25,1.25,0.25,2.88,2.75,2.88,2.88,3.0,2.75,2.12,2.25,2.12,2.25,1.88,1.0,3.0,2.75,3.12,3.0,2.38,2.12,153300,155200,1.0,Little or no change,13400
49-3022.00,0,,Automotive Glass Installers and Repairers,2.62,2.38,2.88,2.75,2.75,2.5,2.75,2.5,2.88,2.75,2.12,1.75,3.0,2.38,3.12,2.75,2.38,2.25,2.75,2.38,2.38,2.12,1.38,0.5,1.75,1.0,2.0,1.88,2.0,1.75,2.88,2.62,2.38,2.0,2.75,2.62,1.75,1.12,2.75,2.62,2.38,2.12,1.12,0.12,2.75,2.75,2.5,2.5,2.38,2.0,1.5,0.5,2.88,2.62,2.88,2.62,3.0,2.62,2.12,1.88,2.0,1.88,1.62,0.62,2.88,3.0,2.25,1.88,2.38,2.38,21900,22200,2.0,Average,1700
49-3023.00,1,Automotive Service Technician and Mechanic,Automotive Service Technicians and Mechanics,2.75,2.62,3.25,2.75,3.12,3.0,2.88,2.88,3.5,3.5,3.38,3.5,3.0,2.75,2.75,3.12,2.5,2.75,3.25,3.12,2.62,2.62,1.88,1.12,1.75,1.25,2.25,2.0,2.25,2.12,3.25,2.75,2.25,2.12,3.25,2.88,1.38,0.5,3.5,3.25,2.62,2.5,1.62,0.75,3.12,3.0,2.88,2.62,3.75,3.75,1.5,0.88,2.88,2.88,3.0,2.62,3.12,2.75,3.0,2.88,3.0,2.88,1.75,1.0,3.0,2.75,3.62,3.75,2.75,2.38,782200,795000,2.0,Average,67700
49-3031.00,1,Retention: Maintenance Mechanic,Bus and Truck Mechanics and Diesel Engine Specialists,2.75,2.88,3.0,3.0,3.0,3.0,2.88,2.88,3.25,3.38,3.38,3.38,3.12,3.0,2.12,1.88,2.12,2.75,3.12,3.0,2.75,2.62,1.88,0.88,1.88,0.88,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.12,1.88,1.12,3.5,3.25,2.0,2.25,1.88,1.12,3.25,3.25,2.88,2.88,4.0,3.88,1.75,1.25,2.12,2.12,2.75,2.75,3.12,3.0,2.88,2.5,2.75,2.38,1.88,0.88,3.0,2.88,4.0,3.75,2.62,2.75,291600,294100,1.0,Little or no change,24300
49-3041.00,0,,Farm Equipment Mechanics and Service Technicians,3.0,3.0,3.12,2.88,3.25,3.0,2.75,2.38,3.5,3.62,4.0,3.88,3.25,3.0,2.25,2.12,2.12,2.38,3.25,3.0,2.62,2.62,1.88,1.5,1.75,1.12,2.25,2.0,2.75,2.5,3.0,2.88,1.88,1.62,3.62,3.25,1.75,0.88,3.5,3.12,2.38,2.12,1.75,0.75,3.38,3.12,3.12,2.88,4.0,4.12,1.88,1.62,2.5,2.0,2.75,2.5,3.12,3.0,2.88,2.75,2.62,2.5,1.88,1.0,2.88,2.75,3.88,3.88,2.75,2.5,45600,49300,8.0,Faster than average,4300
49-3042.00,0,,"Mobile Heavy Equipment Mechanics, Except Engines",3.0,3.0,3.0,3.12,3.12,3.25,2.88,3.12,3.25,3.38,4.0,3.88,3.38,3.25,2.38,2.75,2.75,3.0,3.12,3.12,2.62,2.75,1.75,1.5,2.5,2.25,2.75,2.88,2.88,2.62,3.0,3.12,2.38,2.12,3.62,3.38,1.88,1.38,3.75,3.5,2.5,2.5,1.62,0.62,3.38,3.75,3.12,3.38,4.12,4.0,1.88,1.5,2.62,2.62,2.88,2.75,3.0,3.0,2.75,2.75,2.5,2.38,1.88,1.62,3.0,3.0,4.12,4.0,3.0,2.88,169100,177600,5.0,Faster than average,15100
49-3043.00,0,,Rail Car Repairers,2.75,2.75,3.0,3.0,2.75,2.62,2.88,2.62,3.25,3.38,3.75,3.25,2.75,2.38,2.62,2.5,2.5,2.25,2.88,2.75,2.62,2.25,1.75,0.88,1.88,1.0,2.5,2.25,2.12,2.12,2.88,2.75,2.12,2.12,3.12,3.0,1.75,1.12,3.25,3.0,2.25,2.12,1.0,0.0,3.25,3.25,2.88,2.75,4.0,4.0,1.75,1.0,2.38,2.12,2.75,2.25,3.0,2.38,2.62,2.25,2.62,2.38,1.88,1.0,2.88,3.0,4.0,3.75,2.88,2.75,20100,20800,4.0,Average,1800
49-3051.00,0,,Motorboat Mechanics and Service Technicians,2.38,2.25,3.12,3.0,3.12,2.88,2.5,2.25,3.38,3.12,3.88,3.5,3.12,2.62,1.62,0.75,1.88,1.88,3.12,2.75,2.0,2.0,1.75,0.75,2.0,1.38,1.88,1.75,2.25,2.0,2.88,3.0,1.88,1.5,3.62,3.38,1.5,0.5,3.5,3.38,2.0,1.62,1.62,0.62,3.12,3.0,2.75,2.75,4.0,4.0,2.0,1.75,2.62,2.12,2.62,2.62,3.0,2.62,2.25,2.25,2.25,2.25,1.88,0.88,2.75,2.38,3.75,3.75,2.5,2.5,29300,31000,6.0,Faster than average,3100
49-3052.00,0,,Motorcycle Mechanics,3.12,3.12,3.12,3.0,3.12,3.0,3.0,3.0,3.12,3.12,3.5,3.38,3.0,2.25,2.0,1.62,2.62,2.62,3.12,3.0,2.62,2.25,1.38,0.62,1.88,1.25,2.12,1.88,2.25,2.12,3.12,3.0,2.12,2.0,3.12,3.0,2.0,1.38,3.12,3.0,2.5,2.5,1.25,0.25,3.12,3.0,3.0,3.0,3.88,3.75,1.88,1.25,2.88,3.0,2.75,2.62,3.12,3.0,2.38,2.25,2.25,2.25,1.88,1.0,3.12,3.0,3.88,3.88,2.75,2.88,17100,17400,2.0,Average,1700
49-3053.00,0,,Outdoor Power Equipment and Other Small Engine Mechanics,2.75,2.75,3.12,2.75,3.0,2.75,2.75,2.88,3.25,3.0,3.88,3.62,3.25,2.75,1.75,0.75,2.12,2.25,2.88,2.75,2.5,2.12,1.75,1.12,2.0,1.12,1.88,1.75,2.0,2.0,2.88,2.75,2.0,1.62,3.25,3.0,1.5,0.5,3.38,3.0,2.12,2.12,1.38,0.38,3.12,3.0,2.88,2.62,3.88,3.62,1.75,1.12,2.38,2.5,2.75,2.38,2.88,2.5,2.25,2.12,2.38,2.0,1.75,0.75,2.75,2.62,3.75,3.62,2.62,2.5,41600,42100,1.0,Little or no change,4200
49-3091.00,1,Courtesy Clerk,Bicycle Repairers,2.88,2.5,3.62,3.0,3.0,3.0,2.88,2.5,3.62,3.12,3.38,2.88,3.38,2.62,2.5,1.75,2.75,2.75,2.88,2.75,2.75,2.38,1.88,1.12,2.0,1.25,2.5,2.12,2.12,2.0,2.88,2.88,2.88,2.62,2.62,2.0,1.62,0.75,2.75,2.25,2.88,2.62,1.12,0.12,3.25,3.12,3.0,3.0,3.88,3.12,1.25,0.38,3.38,3.0,3.25,3.12,3.38,3.0,2.5,2.12,2.38,2.12,1.88,1.5,2.75,2.88,3.62,3.0,2.88,2.5,14400,14900,4.0,Average,1700
49-3092.00,0,,Recreational Vehicle Service Technicians,3.0,3.12,3.38,3.25,3.25,2.88,3.0,3.12,3.38,3.5,3.12,3.12,3.12,2.62,1.62,0.88,2.75,2.62,3.0,2.88,2.38,2.38,1.62,0.62,1.75,0.75,2.12,1.75,2.0,1.75,3.0,3.0,2.62,2.5,3.12,2.88,1.75,1.0,3.12,2.88,2.62,2.62,1.5,0.5,3.12,3.12,3.0,2.88,3.88,3.88,1.62,0.88,2.88,2.88,2.88,2.75,3.38,3.12,2.75,2.38,2.75,2.5,1.88,1.0,3.0,2.75,3.5,3.5,2.88,2.75,17700,19400,10.0,Much faster than average,2200
49-3093.00,0,,Tire Repairers and Changers,2.25,2.0,3.0,2.5,2.75,2.25,2.75,2.12,3.0,2.38,2.38,2.0,2.12,1.62,2.0,1.0,2.25,2.25,2.62,2.12,2.12,2.25,1.75,0.75,2.12,1.62,2.38,2.25,2.0,1.88,2.88,2.25,2.25,2.12,2.75,2.88,1.0,0.0,2.88,2.75,2.25,2.0,1.0,0.0,2.88,2.38,2.5,2.0,2.88,2.75,1.0,0.0,3.0,2.62,2.75,2.25,3.0,2.25,2.0,2.0,2.0,2.0,1.38,0.5,3.0,2.62,2.88,2.62,2.25,2.12,103800,105000,1.0,Little or no change,11600
49-9011.00,0,,Mechanical Door Repairers,3.0,2.25,3.12,3.0,3.0,2.88,3.0,2.88,3.5,3.0,2.75,2.88,2.75,2.5,3.12,2.75,3.0,2.62,2.88,2.62,2.62,2.12,1.88,1.0,1.88,1.5,2.88,2.25,2.5,2.5,3.0,3.0,2.62,2.25,2.75,2.75,1.88,1.12,3.0,2.88,2.88,2.75,1.0,0.0,3.25,3.25,3.12,2.88,3.0,2.75,1.0,0.0,3.0,2.88,3.0,2.88,3.12,3.0,2.12,2.0,2.25,2.12,2.0,1.5,2.88,2.88,2.88,3.0,2.75,2.88,28000,30600,10.0,Much faster than average,2400
49-9012.00,0,,"Control and Valve Installers and Repairers, Except Mechanical Door",2.88,3.0,3.12,2.88,3.0,3.0,3.0,3.0,3.38,3.12,3.12,3.25,2.88,2.5,2.38,2.12,2.25,2.38,3.12,3.0,2.5,2.38,1.88,0.88,1.75,0.88,2.0,1.5,2.12,1.5,3.12,3.0,2.12,1.88,3.0,3.0,1.62,0.75,3.12,3.0,2.0,1.75,1.62,0.75,3.12,3.25,3.0,3.12,3.25,3.25,1.75,1.12,2.5,2.38,2.88,2.75,3.12,3.0,2.25,2.12,2.12,2.12,1.88,0.88,2.75,2.5,3.12,3.12,3.0,2.88,47900,47600,-1.0,Little or no change,3400
49-9021.00,0,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.12,3.0,3.25,2.88,3.25,3.25,3.0,3.12,3.5,3.62,3.12,3.25,3.0,3.25,3.38,3.88,2.88,2.75,3.12,3.38,2.75,2.88,1.75,1.62,2.25,2.25,2.88,2.88,2.5,2.75,3.12,3.0,2.38,2.38,3.0,3.25,1.62,1.12,3.62,3.75,2.75,2.62,1.62,0.75,3.25,3.25,3.38,3.0,3.38,3.75,1.75,1.25,2.88,2.88,3.0,2.75,3.12,2.62,3.0,3.12,3.0,3.25,1.75,1.25,2.88,2.75,3.5,3.5,2.88,2.62,415800,438800,6.0,Faster than average,37700
49-9031.00,0,,Home Appliance Repairers,2.88,2.25,3.38,3.12,3.12,3.0,2.75,2.75,3.75,3.25,3.62,3.12,3.0,2.88,3.0,2.38,2.25,2.5,3.0,3.0,2.12,2.12,2.0,1.25,2.12,1.75,2.5,2.12,2.12,2.0,2.88,2.88,2.25,2.12,2.88,3.0,1.88,1.62,3.5,3.25,2.75,2.12,1.62,0.62,3.5,3.62,3.12,2.88,3.88,3.88,1.75,1.25,3.0,2.88,2.75,2.75,3.5,3.0,2.62,2.12,2.25,2.0,1.88,1.0,3.0,3.0,3.62,3.62,2.75,2.75,36600,35100,-4.0,Decline,2900
49-9041.00,0,,Industrial Machinery Mechanics,3.12,3.12,3.12,3.0,3.12,3.0,3.0,3.0,3.62,3.5,4.0,4.12,3.12,3.12,2.62,3.0,2.62,2.75,3.12,3.0,2.62,2.88,1.62,0.88,1.75,0.88,2.62,2.12,2.38,2.5,3.12,3.12,1.88,1.75,4.0,4.0,1.88,1.75,4.0,4.0,2.12,1.75,1.75,1.5,3.75,3.75,2.88,3.0,4.0,4.0,1.75,1.5,2.25,2.25,2.75,2.12,3.0,3.0,2.88,2.88,2.88,2.88,2.0,1.88,3.0,3.0,4.0,4.0,2.75,2.75,402200,462100,15.0,Much faster than average,39200
49-9043.00,0,,"Maintenance Workers, Machinery",2.75,2.12,3.0,3.0,2.88,2.88,3.0,3.0,3.0,3.0,3.75,3.88,2.75,2.75,2.5,2.25,2.12,2.12,3.0,2.38,2.12,1.88,1.62,0.75,1.88,1.0,2.25,1.88,2.12,1.62,2.88,2.75,2.12,2.12,3.5,3.25,1.88,1.75,3.75,3.62,2.25,2.12,1.62,0.75,3.0,3.12,3.0,2.88,3.75,3.75,1.62,0.75,2.12,2.12,2.62,2.12,2.88,2.75,2.12,2.12,2.12,2.0,1.88,1.12,2.88,2.38,3.62,3.25,2.12,2.25,63600,67100,6.0,Faster than average,6400
49-9044.00,0,,Millwrights,2.88,3.12,3.25,3.0,3.0,3.0,3.0,3.5,3.62,3.12,3.75,3.88,3.0,2.5,3.75,3.38,3.12,3.12,3.12,3.0,3.0,2.88,2.0,1.62,2.0,1.62,2.88,2.62,2.62,2.75,3.12,3.12,3.0,2.75,3.38,3.5,1.75,1.12,3.88,3.88,3.0,2.88,1.62,0.62,3.38,3.38,3.0,3.0,3.62,3.88,1.5,0.62,3.0,2.88,3.0,2.88,3.0,3.0,2.5,2.75,2.62,2.88,2.0,1.75,3.38,3.25,3.62,3.88,2.75,2.88,42100,43400,3.0,Average,3500
49-9045.00,0,,"Refractory Materials Repairers, Except Brickmasons",2.38,2.12,3.0,2.88,2.62,2.12,2.88,2.75,2.88,3.0,3.0,2.75,2.62,1.88,1.38,0.38,2.5,2.38,2.75,2.62,2.25,2.12,1.5,0.62,1.62,0.88,2.25,1.88,2.0,1.75,2.75,2.75,2.0,1.88,3.0,3.0,2.0,1.25,3.25,3.25,2.0,1.75,1.0,0.0,2.62,2.75,2.88,2.62,3.12,2.75,1.0,0.0,2.38,2.0,2.75,2.38,2.75,2.75,1.88,1.62,1.75,1.38,1.62,0.75,2.88,2.5,2.88,2.88,2.5,2.25,600,500,-21.0,Decline,0
49-9051.00,0,,Electrical Power-Line Installers and Repairers,3.0,3.0,3.38,3.25,3.12,3.0,3.12,3.25,3.12,3.0,3.0,3.0,2.62,2.12,3.0,2.38,2.5,2.62,3.12,3.0,2.75,2.75,1.5,0.38,1.62,0.62,2.88,3.0,2.0,1.88,3.25,3.0,2.0,2.12,3.25,3.25,1.88,1.62,3.25,3.25,2.62,2.75,1.25,0.25,3.12,3.12,3.0,3.0,3.12,3.25,1.75,1.0,2.62,2.5,2.75,2.62,2.88,2.88,3.12,3.0,2.88,3.0,1.88,1.12,3.0,2.88,3.38,3.38,2.5,2.75,122400,125800,3.0,Average,9700
49-9052.00,0,,Telecommunications Line Installers and Repairers,2.75,2.62,3.0,3.0,3.12,3.0,3.0,3.0,3.12,3.12,3.0,2.75,2.25,2.0,2.38,1.88,2.12,2.12,3.0,3.0,2.25,2.0,1.75,0.75,1.75,0.75,2.0,1.88,2.0,1.75,3.0,2.88,2.12,2.12,3.0,3.0,1.88,1.0,3.12,3.0,2.25,2.25,1.62,0.62,2.88,3.0,2.88,3.0,2.88,2.75,1.75,1.12,2.75,2.88,2.88,2.88,3.12,2.75,2.38,2.38,2.25,2.38,1.88,0.88,2.88,2.75,3.0,3.12,2.62,2.88,112100,119600,7.0,Faster than average,11000
49-9061.00,0,,Camera and Photographic Equipment Repairers,3.0,3.12,3.12,3.12,3.12,3.12,2.25,2.25,3.5,3.38,3.38,3.62,3.0,3.12,1.88,1.38,1.62,0.88,3.12,3.0,2.62,2.25,2.0,1.75,2.25,1.88,2.0,1.62,2.38,2.5,2.88,2.88,2.0,2.0,2.12,1.75,1.88,1.75,3.0,3.0,2.12,2.12,1.75,1.25,3.38,3.38,3.12,3.5,3.75,3.88,2.12,1.88,2.38,2.25,2.75,2.5,3.0,3.0,2.12,2.12,2.12,2.12,2.12,2.25,3.12,3.0,3.88,3.62,2.62,3.0,2400,2400,1.0,Little or no change,200
